# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jan 20 06:34:56 2022
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_jmag:        J (2MASS) Magnitude
#
pl_name,default_flag,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_ratdor,pl_ratror,st_teff,st_rad,sy_vmag,sy_jmag
GJ 357 d,1,55.66100000,,,6.10000,0.01919,Msini,,,3505.00,0.34,10.9100000,7.3370000
GJ 3634 b,1,2.64561000,,,8.40000,0.02600,Mass,,,,0.43,11.9380000,8.3610000
GJ 367 b,1,0.32196200,0.718,0.064,0.54600,0.00172,Mass,3.410000,0.01430,3522.00,0.46,10.1530000,6.6320000
GJ 3779 b,1,3.02320000,,,8.00000,0.02517,Msini,,,3324.00,0.28,13.0400000,8.7280000
GJ 393 b,1,7.02679000,,,1.71000,0.00538,Msini,,,3579.00,0.43,9.6500000,6.1760000
GJ 3942 b,1,6.90500000,,,7.14000,0.02246,Msini,,,3867.00,0.61,10.1660000,7.1850000
GJ 3998 b,1,2.64977000,,,2.47000,0.00777,Msini,,,3722.00,0.49,10.8440000,7.6340000
GJ 3998 c,1,13.74000000,,,6.26000,0.01970,Msini,,,3722.00,0.49,10.8440000,7.6340000
GJ 411 b,1,12.94600000,,,2.69000,0.00846,Msini,,,3601.00,0.39,7.4900000,4.3200000
GJ 414 A b,1,50.80000000,2.630,0.235,7.60000,0.02391,Msini,,,4120.00,0.68,8.3100000,5.7640000
GJ 414 A c,1,749.83000000,8.400,0.749,53.83000,0.16937,Msini,,,4120.00,0.68,8.3100000,5.7640000
GJ 422 b,1,20.12900000,,,11.07000,0.03483,Msini,,,,,11.6600000,7.8110000
GJ 4276 b,1,13.35200000,,,16.57000,0.05213,Msini,,,3387.00,0.41,12.9030000,8.7450000
GJ 433 b,1,7.37050000,,,6.04300,0.01901,Msini,,,,,9.8100000,6.4710000
GJ 433 c,1,5094.10500000,,,32.42200,0.10201,Msini,,,,,9.8100000,6.4710000
GJ 433 d,1,36.05900000,,,5.22300,0.01643,Msini,,,,,9.8100000,6.4710000
GJ 436 b,1,2.64388312,4.170,0.372,22.10000,0.07000,Mass,13.730000,0.08220,,0.46,10.6700000,6.9000000
GJ 480 b,1,9.56700000,,,13.20000,0.04153,Msini,,,,,11.4900000,7.5810000
GJ 486 b,1,1.46711900,1.305,0.116,2.82000,0.00887,Mass,,,3340.00,0.33,11.3900000,7.1950000
GJ 504 b,1,,,,1271.30000,4.00000,Mass,,,6234.00,,5.1879900,4.3920000
GJ 536 b,1,8.70760000,,,5.36000,0.01686,Msini,,,3685.00,0.50,9.7100000,6.5160000
GJ 581 b,1,5.36860000,,,15.80000,0.04970,Msini,,,3396.00,0.33,10.5700000,6.7060000
GJ 581 c,1,12.91400000,,,5.50000,0.01730,Msini,,,3396.00,0.33,10.5700000,6.7060000
GJ 581 e,1,3.14900000,,,1.70000,0.00530,Msini,,,3396.00,0.33,10.5700000,6.7060000
GJ 625 b,1,14.62800000,,,2.82000,0.00887,Msini,,,3499.00,0.31,10.0660000,6.6080000
GJ 649 b,1,598.30000000,,,104.24400,0.32800,Msini,,,3700.00,,9.7000000,6.4480000
GJ 667 C b,1,7.20040000,,,5.60000,0.01800,Msini,,,3350.00,,10.6020000,6.8480000
GJ 667 C c,1,28.14000000,,,3.80000,0.01200,Msini,,,3350.00,,10.6020000,6.8480000
GJ 667 C e,1,62.24000000,,,2.70000,0.00800,Msini,,,3350.00,,10.6020000,6.8480000
GJ 667 C f,1,39.02600000,,,2.70000,0.00800,Msini,,,3350.00,,10.6020000,6.8480000
GJ 667 C g,1,256.20000000,,,4.60000,0.01400,Msini,,,3350.00,,10.6020000,6.8480000
GJ 674 b,1,4.69380000,,,11.09000,0.03500,Msini,,,3600.00,,9.3800000,5.7110000
GJ 676 A b,1,1056.80005000,,,1576.43680,4.96000,Msini,,,3734.00,0.69,9.5800000,6.7110000
GJ 676 A c,1,7337.00000000,,,2161.24400,6.80000,Msini,,,,,9.5800000,6.7110000
GJ 676 A d,1,3.60050000,,,4.40000,0.01400,Msini,,,,,9.5800000,6.7110000
GJ 676 A e,1,35.39000000,,,8.10000,0.02500,Msini,,,,,9.5800000,6.7110000
GJ 682 b,1,17.47800000,,,4.40000,0.01384,Msini,,,3028.00,,10.9400000,6.5440000
GJ 682 c,1,57.32000000,,,8.70000,0.02737,Msini,,,3028.00,,10.9400000,6.5440000
GJ 685 b,1,24.16000000,,,9.00000,0.02832,Msini,,,3816.00,0.54,9.9800000,6.8840000
GJ 687 b,1,38.14200000,,,17.20000,0.05412,Msini,,,,,9.1500000,5.3350000
GJ 687 c,1,727.56200000,,,16.00000,0.05034,Msini,,,,,9.1500000,5.3350000
GJ 720 A b,1,19.46600000,,,13.64000,0.04292,Msini,,,3837.00,0.56,9.8400000,6.8810000
GJ 740 b,1,2.37756000,,,2.96000,0.00931,Msini,,,3913.00,0.56,9.2200000,6.2390000
GJ 832 b,1,3657.00000000,,,216.00000,0.68000,Msini,,,3472.00,,8.6600000,5.3490000
GJ 832 c,1,35.68000000,,,5.40000,0.01700,Msini,,,3472.00,,8.6600000,5.3490000
GJ 849 b,1,1915.00000000,,,286.04557,0.90000,Msini,,,,,10.4100000,6.5100000
GJ 849 c,1,7068.00000000,,,223.11554,0.70200,Msini,,,,,10.4100000,6.5100000
GJ 86 b,1,15.76491000,,,1404.80860,4.42000,Msini,,,5182.00,0.77,6.1200000,4.7850000
GJ 876 b,1,61.11660000,,,723.22350,2.27560,Mass,,,,0.30,10.1600000,5.9340000
GJ 876 c,1,30.08810000,,,226.98460,0.71420,Mass,,,,0.30,10.1600000,5.9340000
GJ 876 d,1,1.93778000,,,6.83000,0.02100,Mass,,,,0.30,10.1600000,5.9340000
GJ 876 e,1,124.26000000,,,14.60000,0.04600,Mass,,,,0.30,10.1600000,5.9340000
GJ 887 b,1,9.26200000,,,4.20000,0.01321,Msini,,,3688.00,0.47,,
GJ 887 c,1,21.78900000,,,7.60000,0.02391,Msini,,,3688.00,0.47,,
GJ 9066 b,1,241.88300000,,,30.90000,0.09722,Msini,,,,,12.7100000,7.5140000
GJ 9066 c,1,767.88700000,,,71.60000,0.22528,Msini,,,,,12.7100000,7.5140000
GJ 96 b,1,73.94000000,,,19.66000,0.06186,Msini,,,3785.00,,9.4000000,6.3770000
GJ 9689 b,1,18.27000000,,,9.65000,0.03036,Msini,,,3836.00,0.57,11.2970000,8.3090000
GJ 9827 b,1,1.20898190,1.577,0.141,4.91000,0.01545,Mass,6.719000,0.02396,4340.00,0.60,10.3700000,7.9840000
GJ 9827 c,1,3.64809570,1.241,0.111,0.84000,0.00264,Mass,14.035000,0.01887,4340.00,0.60,10.3700000,7.9840000
GJ 9827 d,1,6.20146980,2.022,0.180,4.04000,0.01271,Mass,20.003000,0.03073,4340.00,0.60,10.3700000,7.9840000
GPX-1 b,1,1.74457900,16.477,1.470,6261.21962,19.70000,Mass,4.670000,0.09500,7000.00,1.56,12.3160000,11.3570000
GQ Lup b,1,,33.600,3.000,6356.00000,20.00000,Mass,,,,,11.5930000,8.6050000
GSC 06214-00210 b,1,,,,5000.00000,16.00000,Mass,,,4200.00,,12.4160000,9.9980000
GU Psc b,1,,14.179,1.265,3591.30000,11.30000,Mass,,,,,14.1460000,10.2110000
Gl 378 b,1,3.82200000,,,13.02000,0.04097,Msini,,,3879.00,0.56,10.0300000,6.9490000
Gl 49 b,1,13.85080000,,,5.63000,0.01771,Msini,,,3805.00,0.51,9.5600000,6.2300000
Gl 686 b,1,15.53000000,,,6.62400,0.02084,Msini,,,3656.00,0.43,9.6200000,6.3600000
HAT-P-1 b,1,4.46529976,14.785,1.319,166.86075,0.52500,Mass,9.853000,0.11802,5980.00,1.17,9.8270000,9.1560000
HAT-P-11 b,1,4.88780244,4.360,0.389,23.40000,0.07362,Msini,,,4780.00,0.68,9.4600000,7.6080000
HAT-P-11 c,1,3407.00000000,,,507.00000,1.59519,Msini,,,4780.00,0.68,9.4600000,7.6080000
HAT-P-12 b,1,3.21305980,10.749,0.959,67.05900,0.21100,Mass,11.770000,0.14060,4650.00,0.70,12.6650000,10.7940000
HAT-P-13 b,1,2.91625000,14.258,1.272,270.46200,0.85100,Mass,5.892800,0.08389,,,10.4210000,9.3280000
HAT-P-13 c,1,446.27000000,,,4538.42100,14.28000,Msini,,,,,10.4210000,9.3280000
HAT-P-14 b,1,4.62767000,15.917,1.420,1093.33520,3.44000,Mass,8.900000,,6600.00,1.82,9.9880000,9.0940000
HAT-P-15 b,1,10.86350000,11.882,1.060,616.59020,1.94000,Mass,19.250000,,5568.00,1.07,12.4100000,10.1940000
HAT-P-16 b,1,2.77596000,14.448,1.289,1332.60500,4.19300,Mass,7.170000,0.10710,6158.00,1.24,10.9110000,9.8500000
HAT-P-17 b,1,10.33852000,11.769,1.050,184.34140,0.58000,Mass,22.720000,,5246.00,0.87,10.3750000,9.0170000
HAT-P-17 c,1,5584.00000000,,,1080.60000,3.40000,Msini,,,5336.96,0.84,10.3750000,9.0170000
HAT-P-18 b,1,5.50802300,11.153,0.995,62.61000,0.19700,Mass,16.040000,0.13650,4803.00,0.75,12.5970000,10.8220000
HAT-P-19 b,1,4.00877800,12.689,1.132,92.80200,0.29200,Mass,12.240000,0.14180,4990.00,0.82,12.8260000,11.0950000
HAT-P-2 b,1,5.63351580,,,2739.69460,8.62000,Msini,,,6380.00,1.39,8.7200000,7.7960000
HAT-P-20 b,1,2.87531700,9.718,0.867,2302.89900,7.24600,Mass,11.170000,0.12840,4595.00,0.69,11.2310000,9.2760000
HAT-P-21 b,1,4.12448000,12.442,1.110,1547.83210,4.87000,Mass,9.650000,,5588.00,1.21,11.4590000,10.5030000
HAT-P-22 b,1,3.21222000,12.890,1.150,785.04010,2.47000,Mass,8.580000,,5302.00,1.11,9.7630000,8.2930000
HAT-P-23 b,1,1.21288000,12.218,1.090,425.89220,1.34000,Mass,4.160000,,5905.00,0.96,11.9370000,11.1030000
HAT-P-24 b,1,3.35524000,14.572,1.300,238.37250,0.75000,Mass,7.610000,,6373.00,1.38,11.7620000,10.7970000
HAT-P-25 b,1,3.65281514,12.722,1.135,180.84527,0.56900,Mass,10.900000,0.12690,5519.00,0.92,13.1460000,11.3190000
HAT-P-26 b,1,4.23452000,7.062,0.630,22.24810,0.07000,Mass,13.090000,,5079.00,0.87,11.7570000,10.0800000
HAT-P-27 b,1,3.03957700,11.430,1.020,197.05000,0.62000,Mass,9.804000,0.12000,5316.00,0.86,12.0520000,10.6260000
HAT-P-28 b,1,3.25721500,13.585,1.212,198.95300,0.62600,Mass,8.430000,0.11300,5680.00,1.10,13.0980000,11.5610000
HAT-P-29 b,1,5.72319000,13.115,1.170,279.69040,0.88000,Mass,11.740000,,6087.00,1.30,11.8250000,10.6480000
HAT-P-3 b,1,2.89970000,10.536,0.940,206.58950,0.65000,Mass,10.050000,,5185.00,0.87,11.8560000,9.9360000
HAT-P-30 b,1,2.81060000,16.141,1.440,263.79890,0.83000,Mass,7.430000,,6304.00,1.31,10.3520000,9.4420000
HAT-P-31 b,1,5.00542000,12.218,1.090,721.47410,2.27000,Mass,9.700000,,6065.00,1.39,11.6670000,10.4230000
HAT-P-32 b,1,2.15000820,22.194,1.980,216.12440,0.68000,Mass,5.344000,0.14886,6001.00,1.37,11.4390000,10.2510000
HAT-P-33 b,1,3.47447000,20.737,1.850,292.40360,0.92000,Mass,6.570000,,6446.00,1.79,11.0320000,10.2630000
HAT-P-34 b,1,5.45265400,13.417,1.197,1058.37390,3.33000,Mass,,,6442.00,1.53,10.4030000,9.4600000
HAT-P-35 b,1,3.64670600,14.930,1.332,335.62848,1.05600,Mass,,,6096.00,1.44,12.3890000,11.3580000
HAT-P-36 b,1,1.32734683,14.314,1.277,587.41341,1.84820,Mass,4.950000,0.11990,5620.00,1.04,12.1460000,11.0460000
HAT-P-37 b,1,2.79743600,13.204,1.178,371.52800,1.16900,Mass,9.320000,0.13780,5500.00,0.88,13.4270000,12.0920000
HAT-P-38 b,1,4.64038200,9.247,0.825,84.85700,0.26700,Mass,12.170000,0.09180,5330.00,0.92,12.5250000,10.9890000
HAT-P-39 b,1,3.54387000,17.609,1.571,190.37200,0.59900,Mass,6.740000,0.09930,6430.00,1.62,12.2820000,11.4240000
HAT-P-4 b,1,3.05653600,14.280,1.274,213.25500,0.67100,Mass,6.040000,0.08200,5860.00,,11.1180000,10.1000000
HAT-P-40 b,1,4.45724000,17.038,1.520,152.55840,0.48000,Mass,5.940000,,6080.00,1.94,11.3400000,10.3670000
HAT-P-41 b,1,2.69405000,22.978,2.050,378.21770,1.19000,Mass,5.450000,,6390.00,2.05,11.3650000,10.0060000
HAT-P-42 b,1,4.64187800,14.348,1.280,331.80100,1.04400,Mass,8.080000,0.08600,5743.00,1.53,12.1250000,10.9600000
HAT-P-43 b,1,3.33264140,13.630,1.216,,,,8.860000,0.11580,5693.00,1.08,13.2790000,12.1460000
HAT-P-44 b,1,4.30121900,13.922,1.242,111.87100,0.35200,Mass,11.490000,0.13430,5295.00,0.95,13.2250000,11.7290000
HAT-P-44 c,1,872.20000000,,,1271.30000,4.00000,Msini,,,5295.00,0.95,13.2250000,11.7290000
HAT-P-45 b,1,3.12899200,15.984,1.426,283.49200,0.89200,Mass,7.360000,0.11100,6330.00,1.32,12.7830000,10.7300000
HAT-P-46 b,1,4.46312900,14.392,1.284,156.68400,0.49300,Mass,8.860000,0.09420,6120.00,1.40,11.9970000,10.3300000
HAT-P-49 b,1,2.69155000,17.822,1.590,699.22600,2.20000,Mass,5.150000,,6820.00,2.06,10.2050000,9.5500000
HAT-P-5 b,1,2.78849000,13.563,1.210,311.47340,0.98000,Mass,7.530000,,5960.00,1.12,11.9540000,10.8440000
HAT-P-50 b,1,3.12201090,14.437,1.288,429.07050,1.35000,Mass,5.680000,0.07820,6280.00,1.70,11.7030000,10.8160000
HAT-P-51 b,1,4.21802780,14.493,1.293,98.20947,0.30900,Mass,10.480000,0.12780,5449.00,1.04,13.5100000,12.0390000
HAT-P-52 b,1,2.75359530,11.310,1.009,259.98494,0.81800,Mass,8.890000,0.11610,5131.00,0.89,14.1070000,12.1950000
HAT-P-53 b,1,1.96162410,14.773,1.318,471.65972,1.48400,Mass,5.610000,0.11200,5956.00,1.21,13.7800000,12.4680000
HAT-P-54 b,1,3.79984700,10.581,0.944,241.55080,0.76000,Mass,14.340000,0.15720,4390.00,0.62,13.3980000,11.1450000
HAT-P-55 b,1,3.58524670,13.249,1.182,184.97706,0.58200,Mass,9.790000,0.12020,5808.00,1.01,13.1970000,12.0200000
HAT-P-56 b,1,2.79083000,16.926,1.510,734.18730,2.31000,Mass,6.370000,,6566.00,1.47,10.9200000,10.0680000
HAT-P-57 b,1,2.46530000,19.504,1.740,448.14030,1.41000,Mass,5.820000,,6330.00,1.85,10.6390000,9.6700000
HAT-P-58 b,1,4.01383790,14.930,1.332,118.23217,0.37200,Mass,7.020000,0.08950,6078.00,1.53,12.9250000,11.4290000
HAT-P-59 b,1,4.14197710,12.588,1.123,489.45575,1.54000,Mass,9.870000,0.10452,5678.00,1.10,11.6400000,10.5810000
HAT-P-6 b,1,3.85298000,16.589,1.480,419.53560,1.32000,Mass,7.730000,,6570.00,1.62,10.4690000,9.5580000
HAT-P-60 b,1,4.79478130,18.282,1.631,182.43351,0.57400,Mass,6.146000,0.07622,6212.00,2.20,9.7270000,8.6770000
HAT-P-61 b,1,1.90231289,10.077,0.899,335.94463,1.05700,Mass,6.900000,0.09840,5587.00,0.94,13.0960000,11.5980000
HAT-P-62 b,1,2.64532350,12.027,1.073,241.86742,0.76100,Mass,6.930000,0.09420,5629.00,1.17,12.5390000,11.1440000
HAT-P-63 b,1,3.37772800,12.543,1.119,195.14664,0.61400,Mass,9.560000,0.11910,5400.00,0.97,20.1544000,
HAT-P-64 b,1,4.00723200,19.089,1.703,184.34048,0.58000,Mass,6.670000,0.10070,6457.00,1.74,12.8550000,11.4850000
HAT-P-65 b,1,2.60545520,21.185,1.890,167.49641,0.52700,Mass,4.570000,0.10450,5835.00,1.86,13.1210000,11.8920000
HAT-P-66 b,1,2.97208600,17.822,1.590,248.86089,0.78300,Mass,5.010000,0.08720,6002.00,1.88,13.0140000,12.0010000
HAT-P-67 b,1,4.81010250,23.371,2.085,108.06220,0.34000,Mass,5.691000,0.08340,6406.00,2.55,10.1060000,9.1450010
HAT-P-68 b,1,2.29840551,12.016,1.072,230.10892,0.72400,Mass,9.600000,0.16440,4508.00,0.67,13.8020000,11.7500000
HAT-P-69 b,1,4.78694910,18.786,1.676,1137.83140,3.58000,Mass,7.320000,0.08703,7394.00,1.93,9.7740000,9.3730000
HAT-P-7 b,1,2.20474000,16.926,1.510,584.80720,1.84000,Mass,4.130000,,6389.00,2.00,10.4810000,9.5550000
HAT-P-70 b,1,2.74432452,20.961,1.870,2154.88740,6.78000,Mass,5.450000,0.09887,8450.00,1.86,9.4700000,9.0680000
HAT-P-8 b,1,3.07634000,15.693,1.400,406.82240,1.28000,Mass,6.130000,,6200.00,1.57,10.3580000,9.2140000
HAT-P-9 b,1,3.92281072,15.614,1.393,238.05467,0.74900,Mass,8.500000,0.10696,6350.00,1.34,12.3440000,11.2740000
HATS-1 b,1,3.44645900,14.594,1.302,589.55000,1.85500,Mass,9.200000,0.12880,5870.00,1.04,12.1550000,10.9240000
HATS-10 b,1,3.31284600,10.862,0.969,167.17858,0.52600,Mass,8.730000,0.09030,5880.00,1.10,13.2020000,11.8660000
HATS-11 b,1,3.61918800,18.030,1.609,,,,6.920000,0.10710,6563.00,1.54,14.0600000,12.6470000
HATS-12 b,1,3.14270200,7.760,0.692,,,,5.200000,0.06060,6357.00,1.17,12.8310000,11.7250000
HATS-13 b,1,3.04404990,13.585,1.212,172.58169,0.54300,Mass,9.820000,0.14020,5523.00,0.89,13.9110000,12.4390000
HATS-14 b,1,2.76676410,11.646,1.039,340.39593,1.07100,Mass,8.800000,0.11450,5346.00,0.93,14.0520000,12.5180000
HATS-15 b,1,1.74748753,12.386,1.105,689.69110,2.17000,Mass,6.330000,0.12290,5311.00,0.92,14.9090000,13.2610000
HATS-16 b,1,2.68650200,14.572,1.300,1039.30410,3.27000,Mass,6.500000,0.10750,5738.00,1.24,13.9570000,12.6520000
HATS-17 b,1,16.25461100,8.709,0.777,425.25654,1.33800,Mass,25.800000,0.07260,5846.00,1.09,12.4020000,11.0820000
HATS-18 b,1,0.83784000,14.897,1.329,629.14449,1.97950,Mass,3.658000,0.13200,5600.00,1.02,14.1880000,12.7360000
HATS-2 b,1,1.35413300,13.092,1.168,427.46300,1.34500,Mass,5.500000,0.13350,5227.00,0.90,13.5650000,11.9060000
HATS-22 b,1,4.72281240,10.682,0.953,870.85420,2.74000,Mass,15.700000,0.14260,4803.00,0.69,13.3970000,11.5560000
HATS-23 b,1,2.16051560,20.849,1.860,467.21010,1.47000,Mass,6.080000,0.15900,5780.00,1.20,13.8400000,12.6360000
HATS-24 b,1,1.34849780,15.637,1.395,718.29580,2.26000,Mass,4.561000,0.12801,6125.00,1.12,12.9150000,11.6780000
HATS-25 b,1,4.29864320,14.123,1.260,194.82979,0.61300,Mass,10.030000,0.11710,5715.00,1.11,13.1720000,11.7880000
HATS-26 b,1,3.30238810,19.616,1.750,206.58950,0.65000,Mass,5.010000,0.08790,6071.00,2.04,13.0060000,11.8390000
HATS-27 b,1,4.63703800,16.814,1.500,168.44990,0.53000,Mass,7.550000,0.08950,6438.00,1.74,12.7820000,11.8310000
HATS-28 b,1,3.18107810,13.384,1.194,213.58176,0.67200,Mass,9.630000,0.13310,5498.00,0.92,13.9810000,12.5220000
HATS-29 b,1,4.60587490,14.022,1.251,207.54299,0.65300,Mass,10.960000,0.12010,5670.00,1.07,12.6200000,11.2860000
HATS-3 b,1,3.54785100,15.480,1.381,340.38200,1.07100,Mass,7.420000,0.10110,6351.00,1.40,12.4330000,10.9800000
HATS-30 b,1,3.17435160,13.171,1.175,224.38798,0.70600,Mass,8.820000,0.11370,5943.00,1.06,12.2830000,11.1290000
HATS-31 b,1,3.37796000,18.383,1.640,279.69040,0.88000,Mass,5.490000,0.09080,6050.00,1.87,13.3150000,11.9120000
HATS-32 b,1,2.81265480,14.000,1.249,292.40360,0.92000,Mass,7.880000,0.11710,5700.00,1.10,14.3860000,13.0900000
HATS-33 b,1,2.54955510,13.787,1.230,378.85336,1.19200,Mass,7.830000,0.12370,5659.00,1.02,11.9100000,10.6590000
HATS-34 b,1,2.10616070,16.029,1.430,299.07803,0.94100,Mass,6.960000,0.15000,5380.00,0.98,13.8570000,12.5130000
HATS-35 b,1,1.82099930,16.410,1.464,388.38826,1.22200,Mass,4.790000,0.10510,6300.00,1.43,12.6090000,11.4390000
HATS-36 b,1,4.17518600,12.920,1.153,,,,10.320000,0.10770,5950.00,1.10,14.3640000,13.1810000
HATS-37 A b,1,4.33153660,6.793,0.606,31.46517,0.09900,Mass,12.050000,0.07070,5326.00,0.88,12.3410000,10.5280000
HATS-38 b,1,4.37502100,6.882,0.614,23.51942,0.07400,Mass,9.810000,0.05700,5732.00,1.10,11.9670000,11.1840000
HATS-39 b,1,4.57763480,17.598,1.570,200.23290,0.63000,Mass,7.970000,0.09930,6572.00,1.62,12.7450000,11.8330000
HATS-4 b,1,2.51672900,11.433,1.020,420.47100,1.32300,Mass,8.430000,0.11320,5403.00,0.93,13.5160000,12.0320000
HATS-40 b,1,3.26427360,17.710,1.580,505.34970,1.59000,Mass,4.740000,0.07160,6460.00,2.26,13.4780000,12.4390000
HATS-41 b,1,4.19364900,14.908,1.330,3082.95100,9.70000,Mass,7.310000,0.07980,6424.00,1.71,12.6780000,11.7650000
HATS-42 b,1,2.29210200,15.693,1.400,597.52040,1.88000,Mass,5.360000,0.09760,6060.00,1.48,13.6820000,12.5430000
HATS-43 b,1,4.38884970,13.227,1.180,82.95363,0.26100,Mass,13.040000,0.14920,5099.00,0.81,13.5620000,12.0640000
HATS-44 b,1,2.74390040,11.960,1.067,177.98480,0.56000,Mass,9.240000,0.12900,5080.00,0.85,14.3970000,12.6990000
HATS-45 b,1,4.18762440,14.415,1.286,222.48100,0.70000,Mass,9.020000,0.10040,6450.00,1.31,13.3250000,12.3640000
HATS-46 b,1,4.74237290,10.122,0.903,54.98459,0.17300,Mass,13.550000,0.10880,5495.00,0.85,13.7830000,12.3660000
HATS-47 b,1,3.92280380,12.520,1.117,117.27927,0.36900,Mass,13.980000,0.17460,4512.00,0.66,14.6020000,12.6530000
HATS-48 A b,1,3.13166660,8.967,0.800,77.23269,0.24300,Mass,11.330000,0.11480,4546.00,0.72,14.2260000,12.1600000
HATS-49 b,1,4.14804670,8.575,0.765,112.19399,0.35300,Mass,13.910000,0.11270,4405.00,0.70,14.9880000,12.6920000
HATS-5 b,1,4.76338700,10.223,0.912,75.32300,0.23700,Mass,13.380000,0.10760,5304.00,0.87,12.5980000,11.1990000
HATS-50 b,1,3.82970150,12.666,1.130,123.95370,0.39000,Mass,9.720000,0.10380,5990.00,1.12,14.0450000,12.6430000
HATS-51 b,1,3.34887020,15.805,1.410,244.09344,0.76800,Mass,6.940000,0.10100,5758.00,1.44,12.5250000,11.2410000
HATS-52 b,1,1.36665436,15.491,1.382,711.93920,2.24000,Mass,5.140000,0.13520,6010.00,1.05,13.8440000,12.5230000
HATS-53 b,1,3.85377680,15.020,1.340,189.10885,0.59500,Mass,9.300000,0.12500,5644.00,1.10,13.9440000,12.4580000
HATS-54 b,1,2.54418280,11.960,1.067,241.55080,0.76000,Mass,6.150000,0.08320,5702.00,1.32,13.9370000,12.6110000
HATS-55 b,1,4.20420010,14.022,1.251,292.72143,0.92100,Mass,10.330000,0.11410,6214.00,1.13,13.5250000,12.3380000
HATS-56 b,1,4.32479900,18.921,1.688,191.33366,0.60200,Mass,5.902000,0.07890,6536.00,2.20,11.4770000,10.5140000
HATS-57 b,1,2.35062100,12.767,1.139,1000.21101,3.14700,Mass,7.820000,0.12180,5587.00,0.96,12.3330000,11.0710000
HATS-58 A b,1,4.21808960,12.274,1.095,327.36490,1.03000,Mass,8.710000,0.07860,7175.00,1.43,11.5720000,10.5840000
HATS-59 b,1,5.41608100,12.621,1.126,256.17098,0.80600,Mass,12.660000,0.11160,5670.00,1.04,14.0330000,12.5900000
HATS-59 c,1,1422.00000000,,,4036.44100,12.70000,Msini,518.000000,,5670.00,1.04,14.0330000,12.5900000
HATS-6 b,1,3.32527250,11.187,0.998,101.38777,0.31900,Mass,13.650000,0.17978,3724.00,0.57,15.0440000,12.0460000
HATS-60 b,1,3.56082900,12.924,1.153,210.40346,0.66200,Mass,6.930000,0.08110,5688.00,1.46,12.6620000,11.3770000
HATS-61 b,1,7.81795300,13.395,1.195,1080.62200,3.40000,Mass,10.230000,0.07380,5542.00,1.66,13.3520000,11.8750000
HATS-62 b,1,3.27688370,11.825,1.055,56.89157,0.17900,Mass,9.590000,0.11590,5416.00,0.93,14.1710000,12.5730000
HATS-63 b,1,3.05665270,13.529,1.207,305.11680,0.96000,Mass,8.090000,0.11590,5627.00,1.07,13.9920000,12.6310000
HATS-64 b,1,4.90889700,18.820,1.679,305.11680,0.96000,Mass,6.680000,0.08170,6554.00,2.11,13.0450000,11.9680000
HATS-65 b,1,3.10516100,16.825,1.501,260.93843,0.82100,Mass,7.380000,0.11810,6277.00,1.31,12.6790000,11.4050000
HATS-66 b,1,3.14143910,15.816,1.411,1694.03390,5.33000,Mass,5.500000,0.07870,6626.00,1.84,14.2830000,13.0830000
HATS-67 b,1,1.60917880,18.887,1.685,460.85350,1.45000,Mass,4.526000,0.12010,6594.00,1.44,13.6980000,12.6380000
HATS-68 b,1,3.58622020,13.809,1.232,410.00070,1.29000,Mass,6.232000,0.07250,6147.00,1.75,12.3120000,11.2500000
HATS-69 b,1,2.22525770,10.593,0.945,183.38791,0.57700,Mass,7.859000,0.11050,5137.00,0.88,14.0740000,12.4130000
HATS-7 b,1,3.18531500,6.311,0.563,38.13960,0.12000,Mass,10.590000,0.07110,4985.00,0.81,13.3470000,11.5280000
HATS-70 b,1,1.88823780,15.513,1.384,4100.00700,12.90000,Mass,4.170000,0.07400,7930.00,1.88,12.2270000,12.1390000
HATS-71 b,1,3.79552020,11.478,1.024,117.59710,0.37000,Mass,16.840000,0.22020,3405.00,0.48,16.4370000,12.6050000
HATS-72 b,1,7.32794740,8.097,0.722,39.85588,0.12540,Mass,19.821000,0.10290,4656.10,0.72,12.3240000,10.4240000
HATS-74 A b,1,1.73185606,11.568,1.032,464.02947,1.46000,Mass,8.900000,0.18440,3776.90,0.58,17.2600000,13.2500000
HATS-75 b,1,2.78865560,9.909,0.884,156.05375,0.49100,Mass,12.037000,0.15550,3790.40,0.58,15.6890000,12.4810000
HATS-76 b,1,1.94164230,12.094,1.079,835.57088,2.62900,Mass,9.120000,0.17720,4016.00,0.63,16.6800000,13.6900000
